# #wave F070W F090W F115W F140M F150W2 F150W F162M F164N F182M F187N F200W F210M F212N F250M F277W F300M F322W2 F323N F335M F356W F360M F405N F410M F430M F444W F460M F466N F470N F480M
0.9221346 0.0000091 0.3117683 0.0000001 0.0000008 0.0005816 0.0000001 0.0000000 0.0000000 0.0000001 0.0000003 0.0000003 0.0000006 0.0000017 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9231458 0.0000092 0.3107709 0.0000001 0.0000007 0.0006646 0.0000002 0.0000000 0.0000000 0.0000001 0.0000001 0.0000003 0.0000007 0.0000018 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9241570 0.0000089 0.3085793 0.0000000 0.0000007 0.0007798 0.0000001 0.0000000 0.0000000 0.0000001 0.0000002 0.0000003 0.0000010 0.0000017 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9251683 0.0000081 0.3068056 0.0000000 0.0000006 0.0008547 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000008 0.0000017 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9261795 0.0000079 0.3053660 0.0000001 0.0000006 0.0008843 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000003 0.0000008 0.0000016 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9271908 0.0000077 0.3036537 0.0000000 0.0000006 0.0010137 0.0000001 0.0000000 0.0000000 0.0000001 0.0000002 0.0000003 0.0000008 0.0000022 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9282020 0.0000080 0.3023570 0.0000001 0.0000006 0.0011485 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000007 0.0000016 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9292132 0.0000077 0.3020906 0.0000000 0.0000005 0.0012502 0.0000002 0.0000000 0.0000000 0.0000001 0.0000000 0.0000003 0.0000009 0.0000011 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9302245 0.0000077 0.3018787 0.0000001 0.0000005 0.0012951 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000010 0.0000015 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9312357 0.0000076 0.3020067 0.0000000 0.0000004 0.0014056 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000009 0.0000023 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9322469 0.0000080 0.3020999 0.0000001 0.0000003 0.0015812 0.0000002 0.0000000 0.0000000 0.0000002 0.0000002 0.0000004 0.0000004 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9332582 0.0000082 0.3017231 0.0000001 0.0000004 0.0017270 0.0000002 0.0000000 0.0000000 0.0000002 0.0000002 0.0000004 0.0000005 0.0000020 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9342694 0.0000083 0.3016331 0.0000001 0.0000004 0.0018012 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000004 0.0000005 0.0000011 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9352806 0.0000079 0.3014265 0.0000001 0.0000004 0.0018630 0.0000002 0.0000000 0.0000000 0.0000002 0.0000002 0.0000004 0.0000007 0.0000020 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9362919 0.0000075 0.3011163 0.0000000 0.0000004 0.0019708 0.0000002 0.0000000 0.0000000 0.0000002 0.0000002 0.0000004 0.0000007 0.0000020 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9373031 0.0000073 0.3010535 0.0000000 0.0000004 0.0020885 0.0000002 0.0000000 0.0000000 0.0000002 0.0000004 0.0000004 0.0000008 0.0000019 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9383143 0.0000072 0.3006878 0.0000000 0.0000003 0.0021829 0.0000002 0.0000000 0.0000000 0.0000002 0.0000007 0.0000004 0.0000010 0.0000016 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9393256 0.0000071 0.3012646 0.0000001 0.0000003 0.0022482 0.0000002 0.0000000 0.0000000 0.0000002 0.0000010 0.0000004 0.0000008 0.0000016 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9403368 0.0000070 0.3029151 0.0000000 0.0000003 0.0022681 0.0000002 0.0000000 0.0000000 0.0000002 0.0000011 0.0000004 0.0000006 0.0000019 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9413480 0.0000069 0.3042163 0.0000001 0.0000004 0.0022697 0.0000002 0.0000000 0.0000000 0.0000002 0.0000013 0.0000004 0.0000005 0.0000016 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9423593 0.0000071 0.3060167 0.0000001 0.0000003 0.0022854 0.0000002 0.0000000 0.0000000 0.0000002 0.0000016 0.0000004 0.0000004 0.0000009 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9433705 0.0000067 0.3073304 0.0000001 0.0000004 0.0022971 0.0000002 0.0000000 0.0000000 0.0000002 0.0000013 0.0000004 0.0000007 0.0000019 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9443818 0.0000065 0.3091428 0.0000001 0.0000003 0.0022584 0.0000002 0.0000000 0.0000000 0.0000002 0.0000012 0.0000004 0.0000009 0.0000017 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9453930 0.0000062 0.3100635 0.0000001 0.0000003 0.0022094 0.0000001 0.0000000 0.0000000 0.0000002 0.0000009 0.0000004 0.0000006 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9464042 0.0000061 0.3108192 0.0000001 0.0000004 0.0021486 0.0000002 0.0000000 0.0000000 0.0000002 0.0000007 0.0000004 0.0000006 0.0000017 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9474155 0.0000062 0.3101860 0.0000002 0.0000004 0.0020713 0.0000002 0.0000000 0.0000000 0.0000002 0.0000006 0.0000004 0.0000003 0.0000014 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9484267 0.0000063 0.3095573 0.0000002 0.0000003 0.0019853 0.0000002 0.0000000 0.0000000 0.0000001 0.0000004 0.0000004 0.0000009 0.0000013 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9494379 0.0000063 0.3094044 0.0000002 0.0000003 0.0019046 0.0000002 0.0000000 0.0000000 0.0000002 0.0000005 0.0000004 0.0000006 0.0000020 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9504492 0.0000060 0.3086941 0.0000002 0.0000003 0.0018166 0.0000002 0.0000000 0.0000000 0.0000002 0.0000004 0.0000004 0.0000009 0.0000019 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9514604 0.0000059 0.3092108 0.0000002 0.0000004 0.0017433 0.0000002 0.0000000 0.0000000 0.0000002 0.0000002 0.0000004 0.0000002 0.0000013 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9524716 0.0000057 0.3069575 0.0000003 0.0000004 0.0016841 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000004 0.0000006 0.0000015 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9534829 0.0000056 0.3061953 0.0000002 0.0000004 0.0015990 0.0000003 0.0000000 0.0000000 0.0000003 0.0000002 0.0000004 0.0000003 0.0000014 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9544941 0.0000053 0.3047126 0.0000003 0.0000006 0.0015157 0.0000003 0.0000000 0.0000000 0.0000002 0.0000002 0.0000004 0.0000006 0.0000014 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9555053 0.0000053 0.3042266 0.0000003 0.0000006 0.0014649 0.0000002 0.0000000 0.0000000 0.0000003 0.0000001 0.0000004 0.0000007 0.0000013 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9565166 0.0000054 0.3034601 0.0000004 0.0000007 0.0014213 0.0000002 0.0000000 0.0000000 0.0000003 0.0000003 0.0000004 0.0000003 0.0000009 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9575278 0.0000057 0.3027013 0.0000005 0.0000007 0.0013730 0.0000003 0.0000000 0.0000000 0.0000002 0.0000003 0.0000004 0.0000004 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9585390 0.0000057 0.3037370 0.0000006 0.0000008 0.0013461 0.0000003 0.0000000 0.0000000 0.0000002 0.0000002 0.0000004 0.0000004 0.0000013 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9595503 0.0000056 0.3037684 0.0000007 0.0000007 0.0013372 0.0000002 0.0000000 0.0000000 0.0000003 0.0000001 0.0000003 0.0000004 0.0000013 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9605615 0.0000055 0.3039907 0.0000010 0.0000007 0.0013524 0.0000002 0.0000000 0.0000000 0.0000003 0.0000001 0.0000003 0.0000003 0.0000015 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9615728 0.0000052 0.3050792 0.0000012 0.0000008 0.0014173 0.0000002 0.0000000 0.0000000 0.0000003 0.0000001 0.0000003 0.0000003 0.0000013 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9625840 0.0000051 0.3069553 0.0000015 0.0000007 0.0015171 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000006 0.0000014 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9635952 0.0000050 0.3089197 0.0000017 0.0000008 0.0015995 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000004 0.0000014 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9646065 0.0000050 0.3110824 0.0000020 0.0000007 0.0016952 0.0000002 0.0000000 0.0000000 0.0000002 0.0000002 0.0000003 0.0000005 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9656177 0.0000051 0.3122618 0.0000023 0.0000007 0.0018466 0.0000003 0.0000000 0.0000000 0.0000001 0.0000002 0.0000003 0.0000005 0.0000013 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9666289 0.0000050 0.3131115 0.0000027 0.0000006 0.0020415 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000002 0.0000014 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9676402 0.0000049 0.3141568 0.0000032 0.0000005 0.0022596 0.0000002 0.0000000 0.0000000 0.0000002 0.0000002 0.0000003 0.0000005 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9686514 0.0000048 0.3150985 0.0000038 0.0000004 0.0025330 0.0000003 0.0000000 0.0000000 0.0000003 0.0000002 0.0000003 0.0000003 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9696626 0.0000048 0.3161103 0.0000046 0.0000003 0.0029134 0.0000003 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000002 0.0000008 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9706739 0.0000047 0.3154079 0.0000055 0.0000003 0.0033729 0.0000002 0.0000000 0.0000000 0.0000002 0.0000000 0.0000003 0.0000003 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9716851 0.0000046 0.3153514 0.0000064 0.0000003 0.0039099 0.0000003 0.0000000 0.0000000 0.0000003 0.0000001 0.0000003 0.0000003 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9726963 0.0000044 0.3150578 0.0000074 0.0000003 0.0045712 0.0000003 0.0000000 0.0000000 0.0000003 0.0000001 0.0000003 0.0000002 0.0000011 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9737076 0.0000042 0.3143957 0.0000083 0.0000003 0.0053942 0.0000002 0.0000000 0.0000000 0.0000003 0.0000001 0.0000003 0.0000005 0.0000011 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9747188 0.0000042 0.3128554 0.0000092 0.0000003 0.0063497 0.0000002 0.0000000 0.0000000 0.0000003 0.0000001 0.0000003 0.0000002 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9757300 0.0000043 0.3131448 0.0000102 0.0000004 0.0075404 0.0000003 0.0000000 0.0000000 0.0000003 0.0000001 0.0000003 0.0000005 0.0000011 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9767413 0.0000044 0.3109429 0.0000112 0.0000004 0.0089773 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000004 0.0000003 0.0000011 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9777525 0.0000044 0.3095802 0.0000125 0.0000005 0.0106899 0.0000002 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000005 0.0000011 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9787638 0.0000044 0.3079534 0.0000142 0.0000007 0.0126708 0.0000001 0.0000000 0.0000000 0.0000003 0.0000002 0.0000003 0.0000005 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9797750 0.0000043 0.3062604 0.0000165 0.0000009 0.0151459 0.0000002 0.0000000 0.0000000 0.0000002 0.0000002 0.0000003 0.0000004 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9807862 0.0000045 0.3049443 0.0000197 0.0000011 0.0179475 0.0000002 0.0000000 0.0000000 0.0000002 0.0000003 0.0000003 0.0000006 0.0000009 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9817975 0.0000047 0.3058172 0.0000240 0.0000012 0.0212187 0.0000002 0.0000000 0.0000000 0.0000001 0.0000003 0.0000003 0.0000002 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9828087 0.0000046 0.3065490 0.0000298 0.0000012 0.0249454 0.0000001 0.0000000 0.0000000 0.0000002 0.0000003 0.0000003 0.0000004 0.0000011 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9838199 0.0000045 0.3081287 0.0000373 0.0000012 0.0291808 0.0000002 0.0000000 0.0000000 0.0000002 0.0000005 0.0000003 0.0000004 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9848312 0.0000044 0.3104561 0.0000470 0.0000011 0.0341913 0.0000002 0.0000000 0.0000000 0.0000002 0.0000008 0.0000003 0.0000002 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9858424 0.0000042 0.3131441 0.0000590 0.0000011 0.0395580 0.0000002 0.0000000 0.0000000 0.0000001 0.0000010 0.0000003 0.0000003 0.0000009 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9868536 0.0000040 0.3148579 0.0000734 0.0000011 0.0453594 0.0000003 0.0000001 0.0000000 0.0000002 0.0000011 0.0000003 0.0000004 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9878649 0.0000040 0.3168367 0.0000905 0.0000011 0.0515552 0.0000002 0.0000001 0.0000000 0.0000002 0.0000009 0.0000003 0.0000002 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9888761 0.0000040 0.3179564 0.0001102 0.0000012 0.0588341 0.0000002 0.0000001 0.0000000 0.0000002 0.0000007 0.0000003 0.0000003 0.0000008 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9898873 0.0000041 0.3185847 0.0001327 0.0000012 0.0665608 0.0000003 0.0000001 0.0000000 0.0000002 0.0000007 0.0000003 0.0000002 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9908986 0.0000041 0.3183584 0.0001579 0.0000012 0.0745426 0.0000002 0.0000001 0.0000000 0.0000002 0.0000006 0.0000003 0.0000003 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9919098 0.0000041 0.3177609 0.0001862 0.0000011 0.0838870 0.0000002 0.0000001 0.0000000 0.0000003 0.0000004 0.0000003 0.0000003 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9929210 0.0000039 0.3170616 0.0002186 0.0000009 0.0930841 0.0000002 0.0000001 0.0000000 0.0000003 0.0000002 0.0000003 0.0000003 0.0000011 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9939323 0.0000039 0.3155258 0.0002561 0.0000007 0.1022493 0.0000002 0.0000001 0.0000000 0.0000002 0.0000001 0.0000003 0.0000003 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9949435 0.0000038 0.3147777 0.0003004 0.0000005 0.1112966 0.0000003 0.0000001 0.0000000 0.0000002 0.0000001 0.0000006 0.0000003 0.0000008 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9959548 0.0000039 0.3146049 0.0003552 0.0000003 0.1221749 0.0000003 0.0000001 0.0000001 0.0000002 0.0000002 0.0000012 0.0000001 0.0000009 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9969660 0.0000040 0.3136022 0.0004250 0.0000003 0.1329918 0.0000002 0.0000002 0.0000001 0.0000002 0.0000005 0.0000017 0.0000003 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9979772 0.0000039 0.3118529 0.0102076 0.0000004 0.1438908 0.0000005 0.0000001 0.0000001 0.0000003 0.0000008 0.0000020 0.0000003 0.0000009 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
0.9989885 0.0000038 0.3080888 0.0240993 0.0000004 0.1547604 0.0000016 0.0000001 0.0000001 0.0000002 0.0000007 0.0000024 0.0000002 0.0000008 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
